rainfall,slope,road_quality,visibility,traffic,historical_incidents,road_type,elevation,temperature,wind_speed,risk
5.07,4.94,3.28,2.42,0.701,0,national_highway,131.0,22.9,4.5,LOW
0.0,13.83,3.45,9.52,0.671,1,state_highway,1153.8,15.9,11.8,LOW
0.0,10.01,2.1,5.77,0.195,2,rural_hill_road,1250.5,21.7,4.8,MEDIUM
2.81,8.4,4.16,8.81,0.141,0,national_highway,577.9,19.7,3.0,LOW
18.5,8.47,4.75,0.64,0.347,1,national_highway,1106.9,27.5,3.2,HIGH
1.5,3.18,2.92,8.33,0.359,2,national_highway,133.7,25.9,6.9,LOW
0.0,18.57,2.71,11.94,0.612,2,rural_hill_road,1797.0,7.7,7.9,HIGH
0.0,23.42,1.0,12.0,0.239,1,rural_hill_road,976.5,20.5,16.5,MEDIUM
13.51,11.77,2.15,3.9,0.353,5,state_highway,1708.8,12.2,23.3,HIGH
0.0,1.98,4.74,8.25,0.314,2,national_highway,992.2,19.6,25.1,LOW
0.0,3.06,3.25,8.96,0.133,1,state_highway,1040.5,24.8,5.6,LOW
4.61,14.43,2.59,8.95,0.105,0,rural_hill_road,2392.6,15.5,9.3,MEDIUM
0.0,15.13,3.13,1.29,0.399,2,state_highway,1657.8,21.0,14.9,MEDIUM
3.23,7.09,3.78,10.49,0.373,0,national_highway,130.6,30.6,29.7,LOW
0.0,17.4,2.66,2.03,0.456,3,state_highway,1573.8,19.3,27.4,MEDIUM
2.01,4.81,3.53,10.23,0.234,0,state_highway,1339.6,17.4,17.1,LOW
0.0,17.47,1.84,10.65,0.412,3,rural_hill_road,1998.5,15.9,12.6,HIGH
4.52,11.64,4.26,8.8,0.234,1,national_highway,303.0,25.8,8.5,LOW
0.0,9.14,3.34,5.98,0.567,1,rural_hill_road,1922.5,19.2,26.0,MEDIUM
0.0,25.7,3.24,6.32,0.5,4,rural_hill_road,2561.9,16.9,15.0,HIGH
2.34,8.98,4.04,8.39,0.82,0,national_highway,1319.6,27.3,21.9,LOW
0.0,3.72,4.68,10.08,0.23,0,state_highway,1153.7,25.4,7.8,LOW
0.79,17.43,2.89,6.8,0.234,0,state_highway,1763.9,14.4,26.2,MEDIUM
0.0,17.2,2.4,10.07,0.475,3,rural_hill_road,928.7,29.9,9.3,MEDIUM
16.33,11.53,4.33,1.2,0.262,2,state_highway,1474.2,18.1,36.8,HIGH
0.0,8.02,3.13,0.42,0.397,2,rural_hill_road,2148.5,7.9,45.2,HIGH
0.0,7.72,4.35,7.89,0.453,2,national_highway,400.9,26.4,16.7,LOW
9.51,16.67,3.12,3.43,0.119,4,state_highway,1105.4,24.5,11.6,HIGH
0.0,14.38,1.92,9.88,0.691,0,rural_hill_road,1883.6,14.8,11.7,MEDIUM
0.0,2.51,3.35,9.96,0.16,0,national_highway,1450.8,23.1,25.4,LOW
0.0,8.58,2.28,6.01,0.544,1,state_highway,650.1,21.7,18.2,MEDIUM
0.0,5.1,3.72,8.25,0.474,1,national_highway,1227.7,24.9,23.4,LOW
0.0,1.07,4.18,6.14,0.022,1,national_highway,1431.3,21.9,14.0,LOW
0.0,18.61,3.51,8.77,0.322,3,rural_hill_road,983.8,23.5,7.2,MEDIUM
0.0,16.47,2.28,2.62,0.285,3,rural_hill_road,1739.1,19.6,18.9,HIGH
0.0,15.98,2.5,9.0,0.552,3,state_highway,1341.9,20.5,6.9,MEDIUM
0.0,9.84,4.26,9.06,0.06,0,state_highway,955.0,22.4,12.1,LOW
4.63,11.42,3.57,7.46,0.041,1,national_highway,403.9,24.3,11.8,LOW
0.0,5.3,2.02,11.35,0.495,0,state_highway,1415.2,17.3,4.2,LOW
0.0,4.17,4.08,5.84,0.082,1,national_highway,1100.7,17.5,15.2,LOW
0.0,0.55,4.19,8.6,0.358,0,national_highway,223.7,28.5,9.3,LOW
0.0,16.93,4.23,9.56,0.228,4,state_highway,856.8,21.5,10.6,LOW
2.69,2.28,4.35,7.13,0.268,1,national_highway,1264.0,15.6,10.5,LOW
1.77,11.5,2.91,7.14,0.22,2,state_highway,710.1,22.7,17.3,MEDIUM
7.88,13.25,3.9,1.54,0.295,3,state_highway,316.0,31.1,7.0,MEDIUM
0.0,7.97,3.6,7.61,0.192,0,state_highway,786.5,25.0,5.2,LOW
3.57,8.66,2.51,9.34,0.376,0,rural_hill_road,1752.8,21.1,33.9,MEDIUM
0.0,8.65,3.17,4.12,0.242,2,rural_hill_road,1581.2,21.9,17.6,MEDIUM
0.0,3.44,4.82,10.55,0.544,0,national_highway,999.9,18.6,15.2,LOW
0.0,9.24,3.05,6.44,0.293,1,state_highway,1746.5,23.8,9.8,MEDIUM
0.0,5.6,4.05,5.56,0.718,1,national_highway,610.6,22.5,9.0,LOW
0.0,2.47,3.45,12.0,0.291,0,state_highway,1236.4,20.1,11.1,LOW
10.24,5.89,4.73,1.84,0.431,0,state_highway,1013.9,15.7,10.3,MEDIUM
0.0,10.29,3.89,8.65,0.549,2,state_highway,211.8,30.8,13.4,MEDIUM
0.0,4.6,4.11,5.98,0.31,0,national_highway,898.3,24.0,27.5,LOW
0.0,13.88,2.75,9.5,0.29,4,state_highway,1091.6,14.4,31.4,MEDIUM
0.0,6.26,2.17,9.98,0.606,1,rural_hill_road,2359.4,13.2,13.2,MEDIUM
0.0,11.87,4.24,7.11,0.27,5,national_highway,787.4,21.4,5.1,LOW
0.0,4.02,1.91,8.94,0.299,1,state_highway,383.6,23.6,7.5,LOW
22.29,4.49,4.63,0.89,0.191,2,national_highway,119.2,29.1,13.5,HIGH
0.0,10.27,3.36,6.45,0.5,3,state_highway,1679.5,13.4,50.8,MEDIUM
0.0,5.55,2.55,7.2,0.361,1,state_highway,241.3,24.5,10.7,LOW
0.0,10.22,4.12,11.37,0.384,1,national_highway,1187.3,19.6,20.6,LOW
0.0,16.65,3.14,10.1,0.348,1,rural_hill_road,2299.1,15.6,45.2,MEDIUM
0.06,12.02,4.0,9.8,0.414,1,rural_hill_road,1539.9,19.8,29.8,MEDIUM
6.19,5.33,5.0,1.22,0.617,0,national_highway,616.5,21.7,15.1,LOW
0.0,1.07,4.43,7.32,0.151,2,national_highway,737.8,22.0,3.7,LOW
0.0,10.37,4.28,0.7,0.378,0,state_highway,1491.4,17.0,13.5,MEDIUM
0.0,6.27,4.49,7.35,0.36,0,national_highway,594.6,24.9,5.6,LOW
3.09,12.23,2.6,8.86,0.37,4,state_highway,1039.5,19.8,32.6,HIGH
4.06,11.73,2.02,7.15,0.041,4,rural_hill_road,2343.5,9.6,9.8,HIGH
0.49,3.33,3.58,0.74,0.649,0,national_highway,1223.1,22.0,20.5,LOW
0.0,6.53,1.52,7.22,0.453,2,rural_hill_road,1732.6,20.8,15.6,MEDIUM
0.0,5.78,5.0,9.62,0.399,0,national_highway,496.0,29.4,10.4,LOW
0.0,1.37,3.51,7.96,0.286,1,national_highway,1172.1,24.8,10.8,LOW
0.0,11.01,4.17,8.92,0.319,4,state_highway,457.6,22.6,7.8,MEDIUM
0.0,9.62,3.92,9.37,0.513,0,national_highway,470.7,23.6,5.7,LOW
9.8,6.04,2.9,4.52,0.586,1,national_highway,571.2,29.7,16.9,MEDIUM
0.44,7.01,3.35,6.64,0.386,0,state_highway,1738.6,13.4,3.8,LOW
0.0,16.92,3.25,9.36,0.471,3,state_highway,576.9,26.6,17.4,MEDIUM
0.0,11.06,4.91,5.47,0.238,2,national_highway,796.6,19.7,4.6,LOW
7.54,16.55,2.12,1.47,0.656,0,state_highway,640.3,25.1,15.9,MEDIUM
0.0,8.95,4.22,7.45,0.178,0,state_highway,1569.5,20.4,22.4,LOW
0.0,2.22,2.26,10.06,0.166,1,national_highway,575.8,28.9,19.7,LOW
0.0,8.66,3.59,7.1,0.302,0,state_highway,972.9,17.5,20.9,LOW
0.0,7.97,4.69,11.3,0.294,1,national_highway,640.4,22.7,6.8,LOW
6.27,2.75,3.5,4.1,0.187,1,state_highway,1276.8,17.9,10.6,MEDIUM
0.0,17.3,3.66,3.73,0.364,2,state_highway,1324.2,26.4,4.2,LOW
0.0,10.75,4.57,7.69,0.396,1,state_highway,861.3,27.0,4.2,LOW
0.0,24.5,1.85,12.0,0.095,2,rural_hill_road,858.4,29.3,26.7,MEDIUM
0.0,9.37,2.93,7.27,0.367,5,rural_hill_road,1158.4,19.3,4.2,MEDIUM
0.0,3.77,3.89,11.88,0.361,1,national_highway,1020.1,25.2,9.0,LOW
0.0,8.13,3.25,2.68,0.619,2,state_highway,1692.2,15.4,12.7,MEDIUM
0.0,9.45,4.26,6.5,0.546,1,national_highway,1035.0,15.2,12.9,LOW
3.07,8.99,4.71,7.74,0.738,2,national_highway,861.7,26.3,26.5,LOW
0.0,16.24,3.39,9.42,0.427,3,state_highway,578.6,23.8,10.3,MEDIUM
0.0,3.96,4.71,10.58,0.391,1,state_highway,1651.9,17.5,7.3,LOW
0.0,8.99,4.3,10.4,0.37,0,national_highway,760.5,26.5,9.3,LOW
0.0,17.4,3.77,7.86,0.696,2,state_highway,366.3,30.9,1.0,MEDIUM
4.95,9.33,2.6,2.71,0.544,0,state_highway,1575.6,15.9,9.8,MEDIUM
19.15,21.38,1.89,1.6,0.624,6,rural_hill_road,1478.2,19.6,49.9,HIGH
0.0,7.36,2.01,5.51,0.712,5,rural_hill_road,1685.0,16.5,30.1,HIGH
0.0,25.41,1.88,8.29,0.154,4,rural_hill_road,2400.7,9.7,8.4,HIGH
0.0,3.77,4.18,7.81,0.295,1,national_highway,826.0,28.0,9.6,LOW
0.0,8.2,3.88,7.86,0.254,0,national_highway,334.2,20.6,14.2,LOW
0.0,11.7,2.8,8.7,0.512,1,state_highway,1413.4,13.7,18.2,MEDIUM
0.0,4.54,1.5,8.08,0.656,1,state_highway,1765.2,18.5,5.8,LOW
7.98,0.95,3.99,2.88,0.289,1,national_highway,1484.7,24.2,3.3,LOW
0.0,11.34,4.32,4.13,0.71,2,national_highway,1300.7,18.4,17.5,MEDIUM
5.14,24.75,2.2,3.27,0.517,2,rural_hill_road,2042.6,12.2,16.6,HIGH
0.0,8.25,3.63,9.02,0.496,1,national_highway,1357.3,16.3,20.0,LOW
0.0,3.79,3.93,1.5,0.126,1,national_highway,1465.3,17.4,15.7,LOW
1.45,25.38,1.99,5.59,0.426,2,rural_hill_road,1972.3,19.4,20.5,HIGH
0.0,5.28,2.77,7.46,0.652,0,national_highway,622.1,23.1,4.8,LOW
0.0,3.72,4.23,9.17,0.482,0,national_highway,387.6,20.4,16.4,LOW
0.0,8.99,3.84,5.5,0.563,1,state_highway,1058.3,23.1,9.2,LOW
0.0,22.18,1.0,9.13,0.536,5,rural_hill_road,1334.9,20.0,24.8,HIGH
0.0,10.4,3.48,7.7,0.328,5,national_highway,880.1,25.9,27.5,MEDIUM
0.0,7.51,3.76,10.19,0.128,1,national_highway,222.5,25.2,1.4,LOW
0.0,3.08,3.98,10.98,0.559,0,national_highway,231.8,29.5,8.4,LOW
21.85,3.4,4.42,1.2,0.186,1,national_highway,1182.5,24.6,43.9,MEDIUM
0.0,11.08,5.0,8.28,0.132,3,national_highway,1347.5,19.9,17.4,LOW
0.0,6.65,3.6,12.0,0.369,1,national_highway,233.0,28.2,13.4,LOW
0.0,11.28,2.32,7.93,0.287,1,state_highway,482.7,28.8,17.6,LOW
6.26,4.19,4.76,1.8,0.384,1,national_highway,705.7,25.9,43.3,LOW
7.32,8.17,4.03,1.41,0.222,0,national_highway,1476.4,14.1,2.2,LOW
0.0,17.43,2.97,10.13,0.47,1,rural_hill_road,1307.2,22.1,40.9,MEDIUM
0.0,7.48,4.12,2.4,0.563,0,state_highway,1593.5,19.4,24.3,LOW
0.74,9.72,3.88,10.02,0.229,1,state_highway,1183.8,21.1,22.3,LOW
0.0,4.46,4.54,11.06,0.221,1,national_highway,1052.9,23.8,16.0,LOW
0.0,6.87,4.56,2.82,0.497,1,national_highway,1479.2,15.2,15.3,LOW
0.0,2.9,3.67,2.13,0.667,1,national_highway,1377.0,13.6,16.3,LOW
0.0,1.97,4.37,5.43,0.44,2,national_highway,1050.9,23.7,18.5,LOW
0.0,4.85,4.28,7.41,0.656,1,national_highway,466.9,24.0,21.9,LOW
0.19,11.13,4.51,11.16,0.325,2,national_highway,552.4,27.0,37.9,LOW
2.23,1.73,4.53,9.4,0.755,0,national_highway,226.0,22.4,6.5,LOW
0.75,9.23,3.87,0.92,0.179,2,state_highway,1364.1,15.4,16.2,MEDIUM
13.39,9.44,3.63,3.08,0.799,0,state_highway,307.6,25.5,23.7,MEDIUM
27.13,1.14,3.21,0.73,0.724,1,national_highway,343.2,27.3,45.6,HIGH
0.0,1.7,3.8,9.62,0.612,2,national_highway,1338.5,17.5,3.2,LOW
0.0,5.54,3.04,10.16,0.456,0,state_highway,1123.2,15.9,9.4,LOW
0.0,12.89,4.71,6.37,0.297,1,state_highway,591.7,26.1,17.9,LOW
0.0,4.68,4.76,10.02,0.345,0,national_highway,744.5,21.3,6.0,LOW
8.3,6.2,2.45,4.36,0.324,2,rural_hill_road,1845.7,15.4,7.3,HIGH
0.0,10.26,3.95,10.3,0.582,4,state_highway,1649.4,19.2,8.3,MEDIUM
0.0,6.37,2.39,8.06,0.268,1,state_highway,386.9,27.7,15.9,LOW
0.0,0.96,3.99,10.92,0.783,1,national_highway,1058.7,24.9,5.6,LOW
0.0,5.17,4.88,7.47,0.547,0,national_highway,391.3,27.9,8.8,LOW
0.0,7.54,2.95,0.66,0.512,1,state_highway,1568.2,24.5,23.6,MEDIUM
0.0,2.45,2.85,1.57,0.167,1,national_highway,1426.1,20.0,2.2,LOW
0.0,4.11,3.88,7.58,0.163,2,national_highway,759.9,22.4,27.8,LOW
5.12,14.82,2.29,4.02,0.165,1,state_highway,275.9,30.8,13.0,MEDIUM
0.0,18.75,1.4,7.77,0.423,2,rural_hill_road,924.1,26.8,16.4,MEDIUM
0.0,12.32,3.69,0.46,0.4,3,state_highway,1325.6,18.1,11.0,MEDIUM
0.0,9.7,2.11,5.82,0.399,1,state_highway,873.0,17.6,36.8,MEDIUM
0.0,3.52,2.58,6.97,0.781,0,state_highway,264.5,23.8,13.3,LOW
0.51,12.84,3.79,5.14,0.114,1,state_highway,706.7,22.6,11.8,LOW
3.58,10.92,2.77,12.0,0.158,1,state_highway,225.3,26.3,24.5,LOW
0.0,2.83,4.94,8.04,0.321,1,national_highway,816.2,24.8,6.5,LOW
6.7,2.99,3.55,4.67,0.364,0,national_highway,1024.0,27.5,10.9,LOW
0.0,8.5,4.95,6.98,0.922,0,national_highway,940.6,18.0,18.9,LOW
14.09,10.55,4.64,2.88,0.182,1,national_highway,1465.5,11.2,13.2,HIGH
1.81,21.55,3.01,6.47,0.892,0,rural_hill_road,2274.2,8.6,9.1,MEDIUM
10.3,10.47,5.0,4.46,0.264,6,national_highway,490.1,26.6,7.5,HIGH
0.0,9.78,4.48,11.45,0.327,1,state_highway,1705.5,20.7,4.6,LOW
0.0,2.79,3.43,0.91,0.104,1,state_highway,1528.1,19.6,15.4,MEDIUM
0.9,5.64,4.41,11.03,0.042,1,national_highway,1159.6,14.0,4.8,LOW
0.0,15.64,3.35,8.38,0.062,4,state_highway,1260.7,22.2,23.6,MEDIUM
0.0,11.33,1.52,12.0,0.202,2,state_highway,1690.5,10.3,14.8,MEDIUM
0.0,0.63,4.37,7.71,0.367,1,national_highway,388.4,21.1,10.7,LOW
0.0,2.88,3.51,12.0,0.485,1,national_highway,448.9,24.1,36.4,LOW
24.56,4.29,5.0,2.28,0.387,2,national_highway,1437.8,16.5,3.4,MEDIUM
2.14,5.06,3.3,10.37,0.414,3,rural_hill_road,2516.8,10.1,3.5,MEDIUM
0.0,7.06,1.9,7.11,0.658,0,state_highway,472.2,25.3,14.6,LOW
0.0,14.5,2.96,6.18,0.261,0,rural_hill_road,2307.8,12.8,9.7,MEDIUM
0.0,14.6,1.73,9.42,0.54,3,state_highway,1091.3,18.1,24.0,MEDIUM
0.0,1.55,3.97,6.41,0.48,2,national_highway,1377.0,22.7,9.3,LOW
2.41,11.07,4.03,10.34,0.165,3,national_highway,840.5,19.4,7.2,LOW
5.4,14.2,1.5,3.75,0.245,3,state_highway,1597.7,22.1,12.9,MEDIUM
8.72,5.19,4.12,2.15,0.583,0,national_highway,710.2,25.4,23.9,MEDIUM
0.0,19.16,2.89,5.26,0.653,2,rural_hill_road,2004.8,17.7,11.3,HIGH
0.0,1.55,3.55,9.89,0.619,0,national_highway,693.8,18.6,9.4,LOW
0.0,0.91,4.7,12.0,0.736,0,national_highway,653.4,25.1,6.7,LOW
0.0,8.66,3.41,8.72,0.821,0,national_highway,266.9,21.4,17.5,LOW
0.09,3.53,3.32,12.0,0.193,1,national_highway,1007.9,28.0,7.2,LOW
0.0,14.9,3.3,10.45,0.293,3,state_highway,1357.7,16.9,38.6,MEDIUM
10.2,4.59,3.6,2.16,0.351,0,national_highway,369.2,25.0,14.7,MEDIUM
0.0,1.12,4.71,12.0,0.326,0,national_highway,681.9,21.5,6.9,LOW
8.35,2.31,2.79,3.19,0.496,0,state_highway,987.0,27.4,9.3,LOW
0.0,4.02,4.37,7.13,0.603,0,state_highway,1716.4,16.6,9.6,LOW
0.0,10.8,3.8,11.93,0.657,5,national_highway,1022.2,21.4,5.4,MEDIUM
0.0,10.23,3.91,11.08,0.623,2,national_highway,638.8,24.4,2.7,LOW
0.0,5.22,4.16,12.0,0.538,0,national_highway,554.0,29.8,8.4,LOW
0.0,9.02,3.4,0.52,0.197,1,state_highway,1251.5,24.1,12.7,MEDIUM
0.0,7.58,4.11,0.43,0.536,0,national_highway,1299.9,25.6,2.3,LOW
6.6,2.96,3.7,2.88,0.399,0,national_highway,597.9,22.4,8.5,LOW
6.48,4.2,4.1,1.49,0.309,1,national_highway,261.7,33.2,11.0,LOW
4.95,1.46,4.3,11.08,0.78,1,national_highway,370.5,26.1,23.7,LOW
1.41,17.68,2.21,7.44,0.24,3,state_highway,397.5,31.3,27.1,MEDIUM
0.0,3.33,4.37,5.24,0.253,1,national_highway,1400.4,24.3,13.1,LOW
0.0,14.46,2.42,2.12,0.848,2,rural_hill_road,1687.1,18.4,17.8,HIGH
7.85,18.52,3.22,3.62,0.482,2,rural_hill_road,2068.8,14.5,18.6,HIGH
0.0,11.74,4.13,10.23,0.787,1,national_highway,298.1,33.3,6.1,LOW
0.0,22.07,2.31,8.71,0.417,3,rural_hill_road,897.2,20.3,12.6,MEDIUM
0.0,15.33,4.7,7.77,0.435,1,state_highway,782.2,20.9,20.2,LOW
12.82,6.44,2.94,3.28,0.562,1,national_highway,1432.5,16.5,9.8,MEDIUM
5.46,0.85,3.82,2.61,0.575,1,national_highway,787.2,29.4,20.1,LOW
0.0,13.38,1.57,12.0,0.235,3,rural_hill_road,962.6,22.2,12.0,MEDIUM
0.0,8.04,2.69,2.51,0.021,6,rural_hill_road,1253.5,18.5,13.9,MEDIUM
6.89,13.73,3.0,3.9,0.652,2,rural_hill_road,2527.3,18.7,6.9,MEDIUM
0.0,10.18,2.97,7.32,0.203,1,state_highway,1738.6,19.4,3.3,MEDIUM
17.98,7.46,3.48,1.7,0.448,0,national_highway,1403.0,25.9,16.9,MEDIUM
1.67,0.87,3.99,7.79,0.19,2,national_highway,1291.8,18.5,29.4,LOW
0.0,9.0,4.34,8.67,0.264,3,national_highway,194.3,28.9,12.3,LOW
18.13,5.49,2.7,2.16,0.154,2,rural_hill_road,1464.5,11.7,14.7,HIGH
0.0,9.27,2.68,11.24,0.75,2,state_highway,1684.7,13.2,6.3,MEDIUM
7.53,0.99,3.96,2.14,0.57,1,national_highway,503.0,22.3,25.6,LOW
0.0,3.91,4.4,7.05,0.126,1,national_highway,124.4,25.2,15.1,LOW
0.0,8.69,3.37,8.85,0.193,1,state_highway,327.7,23.7,20.3,LOW
0.0,10.57,4.15,7.96,0.466,1,national_highway,1359.2,19.2,13.2,LOW
0.0,13.33,3.99,4.37,0.164,1,state_highway,759.8,19.1,26.4,LOW
0.0,8.5,3.43,7.83,0.346,2,national_highway,1225.9,26.2,4.6,LOW
0.0,17.97,3.76,9.29,0.287,3,state_highway,293.3,30.3,10.2,MEDIUM
0.0,21.92,1.11,2.46,0.697,1,rural_hill_road,1709.5,17.4,18.8,HIGH
0.0,6.65,3.07,7.95,0.22,0,national_highway,601.4,22.2,21.2,LOW
1.37,3.88,3.02,9.58,0.163,0,national_highway,1049.2,21.7,3.5,LOW
0.0,3.54,4.07,12.0,0.708,0,national_highway,921.4,32.8,43.9,LOW
0.0,9.96,4.46,1.16,0.319,0,national_highway,1253.3,17.0,24.6,LOW
2.88,14.99,1.72,10.86,0.236,3,rural_hill_road,1421.8,17.2,16.4,HIGH
0.0,25.05,3.61,4.01,0.504,1,rural_hill_road,2245.0,14.4,20.3,HIGH
0.0,14.87,3.5,10.12,0.249,3,state_highway,1182.7,16.4,1.5,MEDIUM
0.0,16.86,3.4,7.17,0.651,2,state_highway,1091.0,13.3,3.6,MEDIUM
0.0,6.59,3.13,6.59,0.566,1,national_highway,1097.3,23.3,17.4,LOW
4.36,8.69,3.77,11.02,0.807,0,state_highway,1551.5,15.5,4.8,MEDIUM
13.15,5.91,4.93,1.61,0.601,0,national_highway,108.2,31.0,20.7,MEDIUM
0.0,10.75,4.89,8.47,0.428,2,national_highway,954.0,21.5,8.9,LOW
0.0,4.59,4.39,8.6,0.904,0,national_highway,645.5,24.0,8.1,LOW
12.61,14.36,4.25,3.08,0.502,3,state_highway,230.7,25.9,22.6,HIGH
0.0,9.03,3.16,6.39,0.56,1,national_highway,621.1,23.7,10.0,LOW
0.0,6.26,4.07,6.88,0.606,0,national_highway,756.4,22.1,25.3,LOW
1.63,6.47,4.49,8.68,0.698,2,national_highway,383.8,28.4,28.2,LOW
0.0,5.08,5.0,9.71,0.283,1,national_highway,290.3,23.0,2.0,LOW
0.0,4.91,2.87,6.14,0.234,0,national_highway,489.2,32.3,1.8,LOW
0.0,4.76,3.81,8.49,0.444,0,state_highway,753.8,22.5,4.4,LOW
4.65,2.45,4.66,10.02,0.231,0,national_highway,451.5,26.9,17.1,LOW
6.96,13.94,4.62,3.81,0.119,1,state_highway,1452.7,16.8,4.1,MEDIUM
0.0,9.87,3.74,7.04,0.171,2,state_highway,370.4,25.7,16.2,LOW
0.0,12.11,2.19,2.46,0.611,3,rural_hill_road,2155.4,12.2,14.5,HIGH
2.3,10.03,3.02,8.52,0.53,1,state_highway,537.9,27.2,14.2,MEDIUM
0.0,7.69,4.28,8.54,0.396,0,national_highway,1123.9,18.5,8.8,LOW
1.66,12.18,3.94,10.77,0.351,2,state_highway,764.8,23.7,30.6,MEDIUM
0.0,15.74,2.57,2.98,0.206,2,state_highway,1497.6,15.9,16.3,MEDIUM
0.0,1.4,4.23,4.68,0.785,0,national_highway,753.2,22.0,13.7,LOW
0.0,15.85,1.82,7.14,0.621,2,rural_hill_road,1243.5,24.7,7.0,MEDIUM
0.0,3.35,3.78,10.21,0.407,1,state_highway,1347.3,23.1,8.8,LOW
0.0,11.7,3.08,9.91,0.222,5,state_highway,355.1,22.8,3.1,MEDIUM
4.8,0.54,3.71,7.85,0.1,0,national_highway,387.5,29.0,18.4,LOW
3.67,8.24,4.43,7.13,0.329,1,national_highway,797.9,21.3,22.2,LOW
0.0,20.03,2.61,0.75,0.491,4,rural_hill_road,1774.4,12.2,12.2,HIGH
2.95,0.88,3.98,11.14,0.193,0,national_highway,482.5,25.2,14.5,LOW
7.74,5.67,4.0,4.1,0.774,1,rural_hill_road,2344.8,17.0,18.7,MEDIUM
0.0,16.55,2.86,9.1,0.732,1,state_highway,245.6,30.7,4.8,MEDIUM
0.01,21.05,1.47,2.37,0.904,3,rural_hill_road,1760.5,23.6,11.5,HIGH
7.96,11.33,2.86,3.79,0.267,1,state_highway,260.4,29.0,23.7,MEDIUM
0.24,6.22,5.0,11.51,0.373,0,national_highway,1004.3,23.2,7.3,LOW
0.0,20.14,1.94,7.48,0.146,1,rural_hill_road,1819.3,22.3,13.4,HIGH
0.0,2.47,5.0,8.98,0.334,1,national_highway,195.7,22.0,17.5,LOW
0.0,3.17,3.68,0.5,0.235,0,national_highway,1490.6,18.9,16.1,LOW
14.64,9.47,4.16,2.69,0.434,2,national_highway,959.9,29.6,7.1,MEDIUM
0.0,9.59,3.9,8.11,0.95,0,state_highway,1185.8,13.9,6.3,LOW
8.53,13.64,4.5,2.99,0.374,0,state_highway,1202.6,23.0,4.5,MEDIUM
0.0,20.07,2.66,7.06,0.466,1,rural_hill_road,2465.6,11.6,4.6,HIGH
0.0,11.72,3.63,7.81,0.793,3,national_highway,966.3,23.6,14.4,MEDIUM
0.0,9.07,2.68,1.08,0.284,2,rural_hill_road,2201.8,16.5,9.7,MEDIUM
0.0,3.57,3.21,9.82,0.611,2,national_highway,518.2,20.5,13.4,LOW
0.0,13.36,2.06,4.75,0.276,2,rural_hill_road,1595.1,18.2,12.6,MEDIUM
0.86,1.75,3.98,6.72,0.194,1,national_highway,1253.7,21.7,13.7,LOW
0.0,22.76,3.02,6.61,0.229,2,rural_hill_road,786.4,28.5,11.5,MEDIUM
0.0,6.15,3.21,9.28,0.352,1,national_highway,395.1,28.6,15.5,LOW
4.28,7.98,2.79,9.06,0.558,1,rural_hill_road,1774.7,17.4,21.3,MEDIUM
0.0,7.79,4.86,7.56,0.581,0,national_highway,204.5,30.9,3.3,LOW
0.0,9.86,4.51,9.81,0.364,2,national_highway,798.8,27.1,9.7,LOW
5.28,20.66,3.85,3.66,0.375,2,rural_hill_road,797.3,21.3,12.7,HIGH
2.55,5.8,2.92,2.84,0.133,0,state_highway,1456.3,21.8,15.2,MEDIUM
0.0,10.14,4.37,7.63,0.123,4,national_highway,526.0,34.0,4.2,LOW
0.0,5.97,3.12,7.96,0.462,0,national_highway,1035.0,21.0,9.8,LOW
6.37,6.53,3.48,4.44,0.362,0,national_highway,1209.8,25.0,7.8,LOW
0.0,6.04,2.92,8.84,0.118,0,rural_hill_road,1165.1,20.8,8.8,MEDIUM
0.0,2.42,2.61,10.77,0.13,0,state_highway,259.6,27.2,1.6,LOW
5.89,7.63,3.63,4.01,0.189,0,national_highway,771.5,30.0,16.6,LOW
0.0,6.14,2.96,1.95,0.215,5,rural_hill_road,2510.9,10.7,10.8,MEDIUM
0.0,11.21,2.35,11.54,0.371,3,state_highway,843.0,24.6,11.6,MEDIUM
35.17,10.92,3.9,1.34,0.504,2,national_highway,570.1,28.3,2.2,HIGH
0.0,8.55,5.0,10.41,0.461,2,national_highway,1298.0,13.7,12.0,LOW
0.0,4.24,4.17,1.31,0.38,3,state_highway,1403.0,20.3,13.2,LOW
6.07,6.53,4.85,4.02,0.684,2,national_highway,360.0,21.0,4.3,LOW
0.0,10.21,4.21,4.57,0.053,2,national_highway,1250.8,27.5,29.0,LOW
17.97,5.92,2.84,0.77,0.475,0,state_highway,205.4,25.3,17.4,MEDIUM
0.0,14.23,2.12,0.59,0.195,4,rural_hill_road,2090.1,14.7,21.6,HIGH
5.79,4.65,4.72,3.72,0.613,0,state_highway,908.9,21.8,2.8,LOW
0.0,3.16,4.7,8.55,0.653,2,national_highway,1037.4,21.0,4.4,LOW
1.63,5.6,2.75,9.46,0.637,0,state_highway,978.3,18.8,1.0,LOW
0.0,6.91,3.52,9.35,0.36,0,national_highway,932.9,25.5,7.6,LOW
0.0,4.57,4.83,12.0,0.554,2,national_highway,906.1,21.9,8.4,LOW
0.0,8.81,4.79,7.25,0.487,0,national_highway,1077.7,19.9,14.9,LOW
0.0,17.08,2.94,6.74,0.5,3,state_highway,306.9,26.9,34.8,MEDIUM
0.19,2.88,3.35,12.0,0.467,3,state_highway,990.5,27.0,26.4,LOW
0.0,15.9,3.23,7.1,0.839,3,state_highway,954.2,25.6,23.0,MEDIUM
